"STATISTIC","Statistic Label","C03387V04072","Expenditure type","C02553V03094","Household Size","TLIST(A1)","Year","UNIT","VALUE"
"HS208","Average weekly household expenditure","01010935","01.01.09.35 Other fresh/chilled/frozen meat  ( e.g. rabbit, venison)","-","All household sizes","2015","2015","Euro","0.02"
"HS208","Average weekly household expenditure","01010935","01.01.09.35 Other fresh/chilled/frozen meat  ( e.g. rabbit, venison)","001","1 person","2015","2015","Euro","0"
"HS208","Average weekly household expenditure","01010935","01.01.09.35 Other fresh/chilled/frozen meat  ( e.g. rabbit, venison)","003","2 persons","2015","2015","Euro","0.03"
"HS208","Average weekly household expenditure","01010935","01.01.09.35 Other fresh/chilled/frozen meat  ( e.g. rabbit, venison)","004","3 persons","2015","2015","Euro","0.03"
"HS208","Average weekly household expenditure","01010935","01.01.09.35 Other fresh/chilled/frozen meat  ( e.g. rabbit, venison)","006","4 persons","2015","2015","Euro","0.02"
"HS208","Average weekly household expenditure","01010935","01.01.09.35 Other fresh/chilled/frozen meat  ( e.g. rabbit, venison)","007","5 persons","2015","2015","Euro","0.07"
"HS208","Average weekly household expenditure","01010935","01.01.09.35 Other fresh/chilled/frozen meat  ( e.g. rabbit, venison)","0091","6 + Persons","2015","2015","Euro","0.01"
"HS208","Average weekly household expenditure","010110","01.01.10 Total fish","-","All household sizes","2015","2015","Euro","3.28"
"HS208","Average weekly household expenditure","010110","01.01.10 Total fish","001","1 person","2015","2015","Euro","1.69"
"HS208","Average weekly household expenditure","010110","01.01.10 Total fish","003","2 persons","2015","2015","Euro","3.6"
"HS208","Average weekly household expenditure","010110","01.01.10 Total fish","004","3 persons","2015","2015","Euro","3.41"
"HS208","Average weekly household expenditure","010110","01.01.10 Total fish","006","4 persons","2015","2015","Euro","4.01"
"HS208","Average weekly household expenditure","010110","01.01.10 Total fish","007","5 persons","2015","2015","Euro","4.27"
"HS208","Average weekly household expenditure","010110","01.01.10 Total fish","0091","6 + Persons","2015","2015","Euro","4.27"
"HS208","Average weekly household expenditure","01011001","01.01.10.01 White fish","-","All household sizes","2015","2015","Euro","0.68"
"HS208","Average weekly household expenditure","01011001","01.01.10.01 White fish","001","1 person","2015","2015","Euro","0.34"
"HS208","Average weekly household expenditure","01011001","01.01.10.01 White fish","003","2 persons","2015","2015","Euro","0.78"
"HS208","Average weekly household expenditure","01011001","01.01.10.01 White fish","004","3 persons","2015","2015","Euro","0.76"
"HS208","Average weekly household expenditure","01011001","01.01.10.01 White fish","006","4 persons","2015","2015","Euro","0.78"
"HS208","Average weekly household expenditure","01011001","01.01.10.01 White fish","007","5 persons","2015","2015","Euro","0.86"
"HS208","Average weekly household expenditure","01011001","01.01.10.01 White fish","0091","6 + Persons","2015","2015","Euro","0.56"
"HS208","Average weekly household expenditure","01011002","01.01.10.02 White fish - frozen","-","All household sizes","2015","2015","Euro","0.18"
"HS208","Average weekly household expenditure","01011002","01.01.10.02 White fish - frozen","001","1 person","2015","2015","Euro","0.09"
"HS208","Average weekly household expenditure","01011002","01.01.10.02 White fish - frozen","003","2 persons","2015","2015","Euro","0.22"
"HS208","Average weekly household expenditure","01011002","01.01.10.02 White fish - frozen","004","3 persons","2015","2015","Euro","0.2"
"HS208","Average weekly household expenditure","01011002","01.01.10.02 White fish - frozen","006","4 persons","2015","2015","Euro","0.16"
"HS208","Average weekly household expenditure","01011002","01.01.10.02 White fish - frozen","007","5 persons","2015","2015","Euro","0.23"
"HS208","Average weekly household expenditure","01011002","01.01.10.02 White fish - frozen","0091","6 + Persons","2015","2015","Euro","0.31"
"HS208","Average weekly household expenditure","01011003","01.01.10.03 Salmon - fresh or chilled","-","All household sizes","2015","2015","Euro","0.78"
"HS208","Average weekly household expenditure","01011003","01.01.10.03 Salmon - fresh or chilled","001","1 person","2015","2015","Euro","0.39"
"HS208","Average weekly household expenditure","01011003","01.01.10.03 Salmon - fresh or chilled","003","2 persons","2015","2015","Euro","0.9"
"HS208","Average weekly household expenditure","01011003","01.01.10.03 Salmon - fresh or chilled","004","3 persons","2015","2015","Euro","0.77"
"HS208","Average weekly household expenditure","01011003","01.01.10.03 Salmon - fresh or chilled","006","4 persons","2015","2015","Euro","0.94"
"HS208","Average weekly household expenditure","01011003","01.01.10.03 Salmon - fresh or chilled","007","5 persons","2015","2015","Euro","1.03"
"HS208","Average weekly household expenditure","01011003","01.01.10.03 Salmon - fresh or chilled","0091","6 + Persons","2015","2015","Euro","0.87"
"HS208","Average weekly household expenditure","01011004","01.01.10.04 Salmon - frozen","-","All household sizes","2015","2015","Euro","0.02"
"HS208","Average weekly household expenditure","01011004","01.01.10.04 Salmon - frozen","001","1 person","2015","2015","Euro","0.02"
"HS208","Average weekly household expenditure","01011004","01.01.10.04 Salmon - frozen","003","2 persons","2015","2015","Euro","0.02"
"HS208","Average weekly household expenditure","01011004","01.01.10.04 Salmon - frozen","004","3 persons","2015","2015","Euro","0.01"
"HS208","Average weekly household expenditure","01011004","01.01.10.04 Salmon - frozen","006","4 persons","2015","2015","Euro","0.01"
"HS208","Average weekly household expenditure","01011004","01.01.10.04 Salmon - frozen","007","5 persons","2015","2015","Euro","0.01"
"HS208","Average weekly household expenditure","01011004","01.01.10.04 Salmon - frozen","0091","6 + Persons","2015","2015","Euro","0.04"
"HS208","Average weekly household expenditure","01011005","01.01.10.05 Herrings and other blue fish - fresh, chilled or frozen","-","All household sizes","2015","2015","Euro","0.13"
"HS208","Average weekly household expenditure","01011005","01.01.10.05 Herrings and other blue fish - fresh, chilled or frozen","001","1 person","2015","2015","Euro","0.06"
"HS208","Average weekly household expenditure","01011005","01.01.10.05 Herrings and other blue fish - fresh, chilled or frozen","003","2 persons","2015","2015","Euro","0.17"
"HS208","Average weekly household expenditure","01011005","01.01.10.05 Herrings and other blue fish - fresh, chilled or frozen","004","3 persons","2015","2015","Euro","0.14"
"HS208","Average weekly household expenditure","01011005","01.01.10.05 Herrings and other blue fish - fresh, chilled or frozen","006","4 persons","2015","2015","Euro","0.15"
"HS208","Average weekly household expenditure","01011005","01.01.10.05 Herrings and other blue fish - fresh, chilled or frozen","007","5 persons","2015","2015","Euro","0.1"
"HS208","Average weekly household expenditure","01011005","01.01.10.05 Herrings and other blue fish - fresh, chilled or frozen","0091","6 + Persons","2015","2015","Euro","0.16"
"HS208","Average weekly household expenditure","01011006","01.01.10.06 Shellfish - raw or cooked - fresh or chilled","-","All household sizes","2015","2015","Euro","0.18"
"HS208","Average weekly household expenditure","01011006","01.01.10.06 Shellfish - raw or cooked - fresh or chilled","001","1 person","2015","2015","Euro","0.07"
"HS208","Average weekly household expenditure","01011006","01.01.10.06 Shellfish - raw or cooked - fresh or chilled","003","2 persons","2015","2015","Euro","0.2"
"HS208","Average weekly household expenditure","01011006","01.01.10.06 Shellfish - raw or cooked - fresh or chilled","004","3 persons","2015","2015","Euro","0.18"
"HS208","Average weekly household expenditure","01011006","01.01.10.06 Shellfish - raw or cooked - fresh or chilled","006","4 persons","2015","2015","Euro","0.24"
"HS208","Average weekly household expenditure","01011006","01.01.10.06 Shellfish - raw or cooked - fresh or chilled","007","5 persons","2015","2015","Euro","0.23"
"HS208","Average weekly household expenditure","01011006","01.01.10.06 Shellfish - raw or cooked - fresh or chilled","0091","6 + Persons","2015","2015","Euro","0.31"
"HS208","Average weekly household expenditure","01011007","01.01.10.07 Shellfish - raw or cooked - frozen","-","All household sizes","2015","2015","Euro","0.06"
"HS208","Average weekly household expenditure","01011007","01.01.10.07 Shellfish - raw or cooked - frozen","001","1 person","2015","2015","Euro","0.02"
"HS208","Average weekly household expenditure","01011007","01.01.10.07 Shellfish - raw or cooked - frozen","003","2 persons","2015","2015","Euro","0.04"
"HS208","Average weekly household expenditure","01011007","01.01.10.07 Shellfish - raw or cooked - frozen","004","3 persons","2015","2015","Euro","0.05"
"HS208","Average weekly household expenditure","01011007","01.01.10.07 Shellfish - raw or cooked - frozen","006","4 persons","2015","2015","Euro","0.06"
"HS208","Average weekly household expenditure","01011007","01.01.10.07 Shellfish - raw or cooked - frozen","007","5 persons","2015","2015","Euro","0.14"
"HS208","Average weekly household expenditure","01011007","01.01.10.07 Shellfish - raw or cooked - frozen","0091","6 + Persons","2015","2015","Euro","0.15"
"HS208","Average weekly household expenditure","01011008","01.01.10.08 Tinned salmon","-","All household sizes","2015","2015","Euro","0.05"
"HS208","Average weekly household expenditure","01011008","01.01.10.08 Tinned salmon","001","1 person","2015","2015","Euro","0.04"
"HS208","Average weekly household expenditure","01011008","01.01.10.08 Tinned salmon","003","2 persons","2015","2015","Euro","0.07"
"HS208","Average weekly household expenditure","01011008","01.01.10.08 Tinned salmon","004","3 persons","2015","2015","Euro","0.03"
"HS208","Average weekly household expenditure","01011008","01.01.10.08 Tinned salmon","006","4 persons","2015","2015","Euro","0.04"
"HS208","Average weekly household expenditure","01011008","01.01.10.08 Tinned salmon","007","5 persons","2015","2015","Euro","0.01"
"HS208","Average weekly household expenditure","01011008","01.01.10.08 Tinned salmon","0091","6 + Persons","2015","2015","Euro","0.02"
"HS208","Average weekly household expenditure","01011009","01.01.10.09 Other tinned/bottled fish, seafood and shellfish","-","All household sizes","2015","2015","Euro","0.32"
"HS208","Average weekly household expenditure","01011009","01.01.10.09 Other tinned/bottled fish, seafood and shellfish","001","1 person","2015","2015","Euro","0.16"
"HS208","Average weekly household expenditure","01011009","01.01.10.09 Other tinned/bottled fish, seafood and shellfish","003","2 persons","2015","2015","Euro","0.29"
"HS208","Average weekly household expenditure","01011009","01.01.10.09 Other tinned/bottled fish, seafood and shellfish","004","3 persons","2015","2015","Euro","0.38"
"HS208","Average weekly household expenditure","01011009","01.01.10.09 Other tinned/bottled fish, seafood and shellfish","006","4 persons","2015","2015","Euro","0.45"
"HS208","Average weekly household expenditure","01011009","01.01.10.09 Other tinned/bottled fish, seafood and shellfish","007","5 persons","2015","2015","Euro","0.43"
"HS208","Average weekly household expenditure","01011009","01.01.10.09 Other tinned/bottled fish, seafood and shellfish","0091","6 + Persons","2015","2015","Euro","0.49"
"HS208","Average weekly household expenditure","01011010","01.01.10.10 Dried, smoked or salted fish","-","All household sizes","2015","2015","Euro","0.3"
"HS208","Average weekly household expenditure","01011010","01.01.10.10 Dried, smoked or salted fish","001","1 person","2015","2015","Euro","0.2"
"HS208","Average weekly household expenditure","01011010","01.01.10.10 Dried, smoked or salted fish","003","2 persons","2015","2015","Euro","0.32"
"HS208","Average weekly household expenditure","01011010","01.01.10.10 Dried, smoked or salted fish","004","3 persons","2015","2015","Euro","0.33"
"HS208","Average weekly household expenditure","01011010","01.01.10.10 Dried, smoked or salted fish","006","4 persons","2015","2015","Euro","0.41"
"HS208","Average weekly household expenditure","01011010","01.01.10.10 Dried, smoked or salted fish","007","5 persons","2015","2015","Euro","0.29"
